name,meeting_date,calendar_link,meeting_time,meeting_location,meeting_details,agenda,minutes,video,eComment
"Rules & Legislation Committee", "7/23/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=410774&GUID=E3D13A77-8249-430A-82BB-75B3B5BDA3D6", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=410774&GUID=E3D13A77-8249-430A-82BB-75B3B5BDA3D6&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=410774&GUID=E3D13A77-8249-430A-82BB-75B3B5BDA3D6", "https://oakland.legistar.com/View.ashx?M=M&ID=410774&GUID=E3D13A77-8249-430A-82BB-75B3B5BDA3D6", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1817&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "7/21/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=413600&GUID=C030293C-9F9E-4FEF-B0F6-6CB889F1C545", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=413600&GUID=C030293C-9F9E-4FEF-B0F6-6CB889F1C545&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=413600&GUID=C030293C-9F9E-4FEF-B0F6-6CB889F1C545", "https://oakland.legistar.com/View.ashx?M=M&ID=413600&GUID=C030293C-9F9E-4FEF-B0F6-6CB889F1C545", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1816&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "7/20/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=415998&GUID=5CB90FDA-E273-4C72-A6E3-D2CCAC1F5874", "1:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=415998&GUID=5CB90FDA-E273-4C72-A6E3-D2CCAC1F5874&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=415998&GUID=5CB90FDA-E273-4C72-A6E3-D2CCAC1F5874", "https://oakland.legistar.com/View.ashx?M=M&ID=415998&GUID=5CB90FDA-E273-4C72-A6E3-D2CCAC1F5874", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1815&Mode2=Video", "None"
"Rules & Legislation Committee", "7/16/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=413274&GUID=6286487A-52C6-46BF-90DD-B867F36CDA05", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=413274&GUID=6286487A-52C6-46BF-90DD-B867F36CDA05&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=413274&GUID=6286487A-52C6-46BF-90DD-B867F36CDA05", "https://oakland.legistar.com/View.ashx?M=M&ID=413274&GUID=6286487A-52C6-46BF-90DD-B867F36CDA05", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1814&Mode2=Video", "None"
"Special Public Safety Committee", "7/14/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=413273&GUID=BC821130-2C59-46CD-B193-1A3EBAFB6EE2", "5:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=413273&GUID=BC821130-2C59-46CD-B193-1A3EBAFB6EE2&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=413273&GUID=BC821130-2C59-46CD-B193-1A3EBAFB6EE2", "https://oakland.legistar.com/View.ashx?M=M&ID=413273&GUID=BC821130-2C59-46CD-B193-1A3EBAFB6EE2", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1812&Mode2=Video", "None"
"Life Enrichment Committee", "7/14/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=413272&GUID=D2C3C9EE-642E-4008-B9B5-CB17D53DBF51", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=413272&GUID=D2C3C9EE-642E-4008-B9B5-CB17D53DBF51&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=413272&GUID=D2C3C9EE-642E-4008-B9B5-CB17D53DBF51", "https://oakland.legistar.com/View.ashx?M=M&ID=413272&GUID=D2C3C9EE-642E-4008-B9B5-CB17D53DBF51", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1811&Mode2=Video", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency and the Community and Economic Development Committee", "7/14/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=413271&GUID=23128A93-B4A1-460D-B0B8-B18B4240AA08", "1:30 PM", "Sgt. Mark Dunakin Room - Hearing Room 1", "https://oakland.legistar.com/MeetingDetail.aspx?ID=413271&GUID=23128A93-B4A1-460D-B0B8-B18B4240AA08&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=413271&GUID=23128A93-B4A1-460D-B0B8-B18B4240AA08", "https://oakland.legistar.com/View.ashx?M=M&ID=413271&GUID=23128A93-B4A1-460D-B0B8-B18B4240AA08", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1810&Mode2=Video", "None"
"Public Works Committee", "7/14/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=413270&GUID=8A8A8478-F879-4EBD-9FD2-4F7C3FD829BD", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=413270&GUID=8A8A8478-F879-4EBD-9FD2-4F7C3FD829BD&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=413270&GUID=8A8A8478-F879-4EBD-9FD2-4F7C3FD829BD", "https://oakland.legistar.com/View.ashx?M=M&ID=413270&GUID=8A8A8478-F879-4EBD-9FD2-4F7C3FD829BD", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1809&Mode2=Video", "None"
"Finance & Management Committee", "7/14/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=413251&GUID=D48E8944-51F2-4B83-957E-79C86AF32414", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=413251&GUID=D48E8944-51F2-4B83-957E-79C86AF32414&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=413251&GUID=D48E8944-51F2-4B83-957E-79C86AF32414", "https://oakland.legistar.com/View.ashx?M=M&ID=413251&GUID=D48E8944-51F2-4B83-957E-79C86AF32414", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1808&Mode2=Video", "None"
"Rules & Legislation Committee", "7/9/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=412285&GUID=7C29682F-6D57-4E81-AAE0-6A450C89FD20", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=412285&GUID=7C29682F-6D57-4E81-AAE0-6A450C89FD20&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=412285&GUID=7C29682F-6D57-4E81-AAE0-6A450C89FD20", "https://oakland.legistar.com/View.ashx?M=M&ID=412285&GUID=7C29682F-6D57-4E81-AAE0-6A450C89FD20", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1807&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "7/7/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=412284&GUID=2D3660CA-9EE9-4589-8E65-13F8BC34E7BE", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=412284&GUID=2D3660CA-9EE9-4589-8E65-13F8BC34E7BE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=412284&GUID=2D3660CA-9EE9-4589-8E65-13F8BC34E7BE", "https://oakland.legistar.com/View.ashx?M=M&ID=412284&GUID=2D3660CA-9EE9-4589-8E65-13F8BC34E7BE", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1806&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "7/2/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=413287&GUID=151FDC10-1B13-43F7-8DB2-77F9B62AA56E", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=413287&GUID=151FDC10-1B13-43F7-8DB2-77F9B62AA56E&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=413287&GUID=151FDC10-1B13-43F7-8DB2-77F9B62AA56E", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "6/30/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=410773&GUID=E70BCAF3-405E-458B-B227-B1C9B6E51CA8", "5:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=410773&GUID=E70BCAF3-405E-458B-B227-B1C9B6E51CA8&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=410773&GUID=E70BCAF3-405E-458B-B227-B1C9B6E51CA8", "https://oakland.legistar.com/View.ashx?M=M&ID=410773&GUID=E70BCAF3-405E-458B-B227-B1C9B6E51CA8", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1803&Mode2=Video", "None"
"Rules & Legislation Committee", "6/25/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=409228&GUID=7A97838A-F66F-4BEB-B2C8-14A20DEE2DBC", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=409228&GUID=7A97838A-F66F-4BEB-B2C8-14A20DEE2DBC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=409228&GUID=7A97838A-F66F-4BEB-B2C8-14A20DEE2DBC", "https://oakland.legistar.com/View.ashx?M=M&ID=409228&GUID=7A97838A-F66F-4BEB-B2C8-14A20DEE2DBC", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1802&Mode2=Video", "None"
"Public Safety Committee", "6/23/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=409227&GUID=FAE87599-238D-4F46-9A15-CB2FAF0EB23C", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=409227&GUID=FAE87599-238D-4F46-9A15-CB2FAF0EB23C&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=409227&GUID=FAE87599-238D-4F46-9A15-CB2FAF0EB23C", "https://oakland.legistar.com/View.ashx?M=M&ID=409227&GUID=FAE87599-238D-4F46-9A15-CB2FAF0EB23C", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1801&Mode2=Video", "None"
"Life Enrichment Committee - CANCELLED", "6/23/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=409790&GUID=5C224D2F-542D-4F9C-BC28-6411A793461D", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=409790&GUID=5C224D2F-542D-4F9C-BC28-6411A793461D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=409790&GUID=5C224D2F-542D-4F9C-BC28-6411A793461D", "None", "None", "None"
"Special Community & Economic Development Committee", "6/23/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=409225&GUID=EF162A59-087D-44A0-A0CE-92DEFE86140D", "1:00 PM", "Sgt. Mark Dunakin Room - 1st Floor *** PLEASE NOTE CHANGE IN TIME ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=409225&GUID=EF162A59-087D-44A0-A0CE-92DEFE86140D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=409225&GUID=EF162A59-087D-44A0-A0CE-92DEFE86140D", "None", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1800&Mode2=Video", "None"
"Public Works Committee", "6/23/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=409224&GUID=4C051A31-BC16-4FA0-AE23-F64DDC964F12", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=409224&GUID=4C051A31-BC16-4FA0-AE23-F64DDC964F12&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=409224&GUID=4C051A31-BC16-4FA0-AE23-F64DDC964F12", "https://oakland.legistar.com/View.ashx?M=M&ID=409224&GUID=4C051A31-BC16-4FA0-AE23-F64DDC964F12", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1799&Mode2=Video", "None"
"Finance & Management Committee", "6/23/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=409223&GUID=709BE936-DABC-4DCB-8570-6747FF98C1FB", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=409223&GUID=709BE936-DABC-4DCB-8570-6747FF98C1FB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=409223&GUID=709BE936-DABC-4DCB-8570-6747FF98C1FB", "None", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1798&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "6/22/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=411665&GUID=E8EEFD71-3FA4-463B-BEA2-F9E68217F854", "5:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=411665&GUID=E8EEFD71-3FA4-463B-BEA2-F9E68217F854&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=411665&GUID=E8EEFD71-3FA4-463B-BEA2-F9E68217F854", "https://oakland.legistar.com/View.ashx?M=M&ID=411665&GUID=E8EEFD71-3FA4-463B-BEA2-F9E68217F854", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1797&Mode2=Video", "None"
"Rules & Legislation Committee", "6/18/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=401551&GUID=7D8B3C31-371A-4414-BFE0-83BD6F4634C4", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=401551&GUID=7D8B3C31-371A-4414-BFE0-83BD6F4634C4&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=401551&GUID=7D8B3C31-371A-4414-BFE0-83BD6F4634C4", "https://oakland.legistar.com/View.ashx?M=M&ID=401551&GUID=7D8B3C31-371A-4414-BFE0-83BD6F4634C4", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1796&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency / City Council / Geologic Hazard Abatement District Board", "6/17/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=410863&GUID=581B6E5C-01F1-48CD-9FC3-D21CF2FF9734", "5:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=410863&GUID=581B6E5C-01F1-48CD-9FC3-D21CF2FF9734&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=410863&GUID=581B6E5C-01F1-48CD-9FC3-D21CF2FF9734", "https://oakland.legistar.com/View.ashx?M=M&ID=410863&GUID=581B6E5C-01F1-48CD-9FC3-D21CF2FF9734", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1795&Mode2=Video", "None"
"Meeting of the Oakland City Council - CANCELLATION", "6/16/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=410699&GUID=9BC0FF1C-91D6-4CE2-A1D9-B99C2D3E43A7", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=410699&GUID=9BC0FF1C-91D6-4CE2-A1D9-B99C2D3E43A7&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=410699&GUID=9BC0FF1C-91D6-4CE2-A1D9-B99C2D3E43A7", "None", "None", "None"
" Special Meeting of the Oakland City Council - CANCELLED", "6/16/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=410707&GUID=288492AF-2C95-41E0-90C7-BF23899DE6CE", "5:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=410707&GUID=288492AF-2C95-41E0-90C7-BF23899DE6CE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=410707&GUID=288492AF-2C95-41E0-90C7-BF23899DE6CE", "None", "None", "None"
"Rules & Legislation Committee", "6/11/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=400679&GUID=027C85CD-F342-454B-95F4-F2BCB830E045", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=400679&GUID=027C85CD-F342-454B-95F4-F2BCB830E045&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=400679&GUID=027C85CD-F342-454B-95F4-F2BCB830E045", "https://oakland.legistar.com/View.ashx?M=M&ID=400679&GUID=027C85CD-F342-454B-95F4-F2BCB830E045", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1794&Mode2=Video", "None"
"Public Safety Committee", "6/9/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=400678&GUID=57E78C09-6367-44BA-A1C2-B3BF737310CC", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=400678&GUID=57E78C09-6367-44BA-A1C2-B3BF737310CC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=400678&GUID=57E78C09-6367-44BA-A1C2-B3BF737310CC", "https://oakland.legistar.com/View.ashx?M=M&ID=400678&GUID=57E78C09-6367-44BA-A1C2-B3BF737310CC", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1793&Mode2=Video", "None"
"Life Enrichment Committee", "6/9/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=400677&GUID=78C1C662-4414-4BA2-9DE0-7E60DE66CBC5", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=400677&GUID=78C1C662-4414-4BA2-9DE0-7E60DE66CBC5&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=400677&GUID=78C1C662-4414-4BA2-9DE0-7E60DE66CBC5", "https://oakland.legistar.com/View.ashx?M=M&ID=400677&GUID=78C1C662-4414-4BA2-9DE0-7E60DE66CBC5", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1792&Mode2=Video", "None"
"Community & Economic Development Committee", "6/9/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=400676&GUID=0BEECA93-E3DD-4EBE-AFD5-919E3251EA60", "1:00 PM", "Sgt. Mark Dunakin Room - 1st Floor *** THIS IS A SPECIAL MEETING OF THE COMMUNITY & ECONOMIC DEVELOPMENT COMMITTEE MEETING *** *** PLEASE NOTE THE CHANGE IN TIME ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=400676&GUID=0BEECA93-E3DD-4EBE-AFD5-919E3251EA60&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=400676&GUID=0BEECA93-E3DD-4EBE-AFD5-919E3251EA60", "https://oakland.legistar.com/View.ashx?M=M&ID=400676&GUID=0BEECA93-E3DD-4EBE-AFD5-919E3251EA60", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1791&Mode2=Video", "None"
"Public Works Committee", "6/9/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=400675&GUID=B88A748A-32A9-479D-9A6B-ADF71B0863C3", "11:00 AM", "Sgt. Mark Dunakin Room - 1st Floor *** THIS IS A SPECIAL MEETING OF THE PUBLIC WORKS COMMITTEE *** *** PLEASE NOTE CHANGE IN TIME ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=400675&GUID=B88A748A-32A9-479D-9A6B-ADF71B0863C3&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=400675&GUID=B88A748A-32A9-479D-9A6B-ADF71B0863C3", "https://oakland.legistar.com/View.ashx?M=M&ID=400675&GUID=B88A748A-32A9-479D-9A6B-ADF71B0863C3", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1790&Mode2=Video", "None"
"Finance & Management Committee", "6/9/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=400674&GUID=F5969D68-FFA7-4267-842A-741C8FA4326B", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor **THIS IS A CONCURRENT MEETING OF THE OAKLAND REDEVELOPMENT SUCCESOR AGENCY AND FINANCE AND MANAGEMENT COMMITTEE**", "https://oakland.legistar.com/MeetingDetail.aspx?ID=400674&GUID=F5969D68-FFA7-4267-842A-741C8FA4326B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=400674&GUID=F5969D68-FFA7-4267-842A-741C8FA4326B", "https://oakland.legistar.com/View.ashx?M=M&ID=400674&GUID=F5969D68-FFA7-4267-842A-741C8FA4326B", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1789&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "6/8/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=400469&GUID=79DEBF9A-3518-49F2-A9EC-FE6AB501792B", "4:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=400469&GUID=79DEBF9A-3518-49F2-A9EC-FE6AB501792B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=400469&GUID=79DEBF9A-3518-49F2-A9EC-FE6AB501792B", "https://oakland.legistar.com/View.ashx?M=M&ID=400469&GUID=79DEBF9A-3518-49F2-A9EC-FE6AB501792B", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1788&Mode2=Video", "None"
"Rules & Legislation Committee", "6/4/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=399502&GUID=885885E4-9FE5-4B03-BF14-B8196DBF6475", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=399502&GUID=885885E4-9FE5-4B03-BF14-B8196DBF6475&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=399502&GUID=885885E4-9FE5-4B03-BF14-B8196DBF6475", "https://oakland.legistar.com/View.ashx?M=M&ID=399502&GUID=885885E4-9FE5-4B03-BF14-B8196DBF6475", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1787&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "6/2/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=400473&GUID=DD18495F-2733-45A1-982F-55E7FA24CDF2", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=400473&GUID=DD18495F-2733-45A1-982F-55E7FA24CDF2&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=400473&GUID=DD18495F-2733-45A1-982F-55E7FA24CDF2", "https://oakland.legistar.com/View.ashx?M=M&ID=400473&GUID=DD18495F-2733-45A1-982F-55E7FA24CDF2", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1785&Mode2=Video", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "6/1/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=400468&GUID=EE57740A-7510-4D45-9626-D81EBAB9B6D4", "10:00 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=400468&GUID=EE57740A-7510-4D45-9626-D81EBAB9B6D4&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=400468&GUID=EE57740A-7510-4D45-9626-D81EBAB9B6D4", "https://oakland.legistar.com/View.ashx?M=M&ID=400468&GUID=EE57740A-7510-4D45-9626-D81EBAB9B6D4", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1783&Mode2=Video", "None"
"Rules & Legislation Committee", "5/28/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=398824&GUID=FFA0843E-8874-4881-88A2-EA82B8B6E7D5", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=398824&GUID=FFA0843E-8874-4881-88A2-EA82B8B6E7D5&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=398824&GUID=FFA0843E-8874-4881-88A2-EA82B8B6E7D5", "https://oakland.legistar.com/View.ashx?M=M&ID=398824&GUID=FFA0843E-8874-4881-88A2-EA82B8B6E7D5", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1779&Mode2=Video", "None"
"Public Safety Committee", "5/26/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=398717&GUID=927D7334-9B96-49A3-9C93-60BA18014450", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=398717&GUID=927D7334-9B96-49A3-9C93-60BA18014450&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=398717&GUID=927D7334-9B96-49A3-9C93-60BA18014450", "https://oakland.legistar.com/View.ashx?M=M&ID=398717&GUID=927D7334-9B96-49A3-9C93-60BA18014450", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1781&Mode2=Video", "None"
"Life Enrichment Committee", "5/26/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=398765&GUID=F8C2E735-6036-433D-B501-12A1078547A9", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=398765&GUID=F8C2E735-6036-433D-B501-12A1078547A9&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=398765&GUID=F8C2E735-6036-433D-B501-12A1078547A9", "https://oakland.legistar.com/View.ashx?M=M&ID=398765&GUID=F8C2E735-6036-433D-B501-12A1078547A9", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1780&Mode2=Video", "None"
"Community & Economic Development Committee", "5/26/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=398716&GUID=94A66927-0291-409C-9AC2-306E8A0200E3", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=398716&GUID=94A66927-0291-409C-9AC2-306E8A0200E3&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=398716&GUID=94A66927-0291-409C-9AC2-306E8A0200E3", "https://oakland.legistar.com/View.ashx?M=M&ID=398716&GUID=94A66927-0291-409C-9AC2-306E8A0200E3", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1775&Mode2=Video", "None"
"Public Works Committee - CANCELLED", "5/26/2015", "https://oakland.legistar.com/View.ashx?M=IC&ID=398823&GUID=E17D83DA-F066-474B-9C3C-E61D7B0B2057", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=398823&GUID=E17D83DA-F066-474B-9C3C-E61D7B0B2057&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=398823&GUID=E17D83DA-F066-474B-9C3C-E61D7B0B2057", "None", "None", "None"
